Host_name;Host_year;Season;Host_country;Host_continent;Discipline;Event;Event_type;Athlete_full_name;Athlete_country;Medal_type
beijing;2022;Winter;china;asia;Freestyle Skiing;Men's Ski Cross;Athlete;Sergey RIDZIK;ROC;BRONZE
beijing;2022;Winter;china;asia;Freestyle Skiing;Women's Moguls;Athlete;Anastasiia SMIRNOVA;ROC;BRONZE
beijing;2022;Winter;china;asia;Freestyle Skiing;Men's Aerials;Athlete;Ilia BUROV;ROC;BRONZE
beijing;2022;Winter;china;asia;Short Track Speed Skating;Men's 500m;Athlete;Konstantin IVLIEV;ROC;SILVER
beijing;2022;Winter;china;asia;Short Track Speed Skating;Men's 1500m;Athlete;Semen ELISTRATOV;ROC;BRONZE
beijing;2022;Winter;china;asia;Snowboard;Men's Parallel Giant Slalom;Athlete;Vic WILD;ROC;BRONZE
beijing;2022;Winter;china;asia;Figure skating;Women Single Skating;Athlete;Anna SHCHERBAKOVA;ROC;GOLD
beijing;2022;Winter;china;asia;Figure skating;Women Single Skating;Athlete;Alexandra Trusova;ROC;SILVER
beijing;2022;Winter;china;asia;Luge;Women's Singles;Athlete;Tatyana IVANOVA;ROC;BRONZE
beijing;2022;Winter;china;asia;Biathlon;Men's 12.5km Pursuit;Athlete;Eduard LATYPOV;ROC;BRONZE
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's 15km + 15km Skiathlon;Athlete;Alexander BOLSHUNOV;ROC;GOLD
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's 15km + 15km Skiathlon;Athlete;Denis SPITSOV;ROC;SILVER
beijing;2022;Winter;china;asia;Cross Country Skiing;Women's 7.5km + 7.5km Skiathlon;Athlete;Natalia NEPRYAEVA;ROC;SILVER
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's 50km Mass Start Free;Athlete;Alexander BOLSHUNOV;ROC;GOLD
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's 50km Mass Start Free;Athlete;Ivan YAKIMUSHKIN;ROC;SILVER
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's 15km Classic;Athlete;Alexander BOLSHUNOV;ROC;SILVER
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's Sprint Free;Athlete;Alexander TERENTEV;ROC;BRONZE
beijing;2022;Winter;china;asia;Speed skating;Women's 500m;Athlete;Angelina GOLIKOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Shooting;50m Rifle 3 Positions women;Athlete;Yulia ZYKOVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Shooting;50m Rifle 3 Positions women;Athlete;Yulia KARIMOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Shooting;50m Rifle 3 Positions Men;Athlete;Sergey KAMENSKIY;ROC;SILVER
tokyo;2020;Summer;japan;asia;Shooting;10m Air Rifle women;Athlete;Anastasiia GALASHINA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Shooting;10m Air Pistol women;Athlete;Vitalina BATSARASHKINA;ROC;GOLD
tokyo;2020;Summer;japan;asia;Shooting;25m Pistol Women;Athlete;Vitalina BATSARASHKINA;ROC;GOLD
tokyo;2020;Summer;japan;asia;Boxing;Men's Welter (63-69kg);Athlete;Andrei ZAMKOVOI;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Boxing;Men's Middle (69-75kg);Athlete;Gleb BAKSHI;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Boxing;Men's Light Heavy (75-81kg);Athlete;Imam KHATAEV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Boxing;Men's Feather (52-57kg);Athlete;Albert BATYRGAZIEV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Boxing;Men's Heavy (81-91kg);Athlete;Muslim GADZHIMAGOMEDOV;ROC;SILVER
tokyo;2020;Summer;japan;asia;Boxing;Women's Middle (69-75kg);Athlete;Zenfira MAGOMEDALIEVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Taekwondo;Men -80kg;Athlete;Maksim KHRAMTCOV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Taekwondo;Men +80kg;Athlete;Vladislav LARIN;ROC;GOLD
tokyo;2020;Summer;japan;asia;Taekwondo;Women -57kg;Athlete;Tatiana KUDASHOVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Taekwondo;Men -58kg;Athlete;Mikhail ARTAMONOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Fencing;Women's Foil Individual;Athlete;Larisa KOROBEYNIKOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Fencing;Women's Foil Individual;Athlete;Inna DERIGLAZOVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Fencing;Women's Sabre Individual;Athlete;Sofiya VELIKAYA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Fencing;Women's Sabre Individual;Athlete;Sofia POZDNIAKOVA;ROC;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 57kg;Athlete;Zavur UGUEV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 97kg;Athlete;Musa EVLOEV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 74kg;Athlete;Zaurbek SIDAKOV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 65kg;Athlete;Gadzhimurad RASHIDOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 86kg;Athlete;Artur NAIFONOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 130kg;Athlete;Sergey SEMENOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 60kg;Athlete;Sergey EMELIN;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 97kg;Athlete;Abdulrashid SADULAEV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Tennis;Men's Singles;Athlete;Karen KHACHANOV;ROC;SILVER
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Men's All-Around;Athlete;Nikita NAGORNYY;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Women's All-Around;Athlete;Angelina MELNIKOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Men's Horizontal Bar;Athlete;Nikita NAGORNYY;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Men's Vault;Athlete;Denis ABLYAZIN;ROC;SILVER
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Women's Floor Exercise;Athlete;Angelina MELNIKOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Women's Uneven Bars;Athlete;Anastasiia ILIANKOVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Judo;Women -70 kg;Athlete;Madina TAIMAZOVA;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Judo;Men +100 kg;Athlete;Tamerlan BASHAEV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Judo;Men -100 kg;Athlete;Niiaz ILIASOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Archery;Women's Individual;Athlete;Elena OSIPOVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Women's Pole Vault;Athlete;Anzhelika SIDOROVA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Women's High Jump;Athlete;Mariya LASITSKENE;ROC;GOLD
tokyo;2020;Summer;japan;asia;Swimming;Men's 100m Freestyle;Athlete;Kliment KOLESNIKOV;ROC;BRONZE
tokyo;2020;Summer;japan;asia;Swimming;Men's 100m Backstroke;Athlete;Kliment KOLESNIKOV;ROC;SILVER
tokyo;2020;Summer;japan;asia;Swimming;Men's 100m Backstroke;Athlete;Evgeny RYLOV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Swimming;Men's 200m Backstroke;Athlete;Evgeny RYLOV;ROC;GOLD
tokyo;2020;Summer;japan;asia;Rowing;Women's Single Sculls;Athlete;Hanna PRAKATSEN;ROC;SILVER
tokyo;2020;Summer;japan;asia;Rhythmic Gymnastics;Individual All-Around;Athlete;Dina AVERINA;ROC;SILVER
tokyo;2020;Summer;japan;asia;Shooting;25m Rapid Fire Pistol Men;Athlete;Leuris PUPO;Cuba;SILVER
tokyo;2020;Summer;japan;asia;Boxing;Men's Welter (63-69kg);Athlete;Roniel IGLESIAS;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Boxing;Men's Light Heavy (75-81kg);Athlete;Arlen LOPEZ;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Boxing;Men's Feather (52-57kg);Athlete;Lazaro ALVAREZ ESTRADA;Cuba;BRONZE
tokyo;2020;Summer;japan;asia;Boxing;Men's Heavy (81-91kg);Athlete;Julio LA CRUZ PERAZA;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Boxing;Men's Light (57-63kg);Athlete;Andy CRUZ;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Taekwondo;Men +80kg;Athlete;Rafael CASTILLO;Cuba;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 130kg;Athlete;Mijain LOPEZ NUNEZ;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 60kg;Athlete;Luis Alberto ORTA SANCHEZ;Cuba;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 97kg;Athlete;Reineris SALAS PEREZ;Cuba;BRONZE
tokyo;2020;Summer;japan;asia;Judo;Women +78 kg;Athlete;Idalys ORTIZ;Cuba;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Men's Long Jump;Athlete;Maykel MASSO;Cuba;BRONZE
tokyo;2020;Summer;japan;asia;Athletics;Men's Long Jump;Athlete;Juan Miguel ECHEVARRIA;Cuba;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Women's Discus Throw;Athlete;Yaime PEREZ;Cuba;BRONZE
rio;2016;Summer;brazil;america;Athletics;discus throw women;Athlete;Denia CABALLERO;Cuba;BRONZE
rio;2016;Summer;brazil;america;Boxing;75 - 81kg (light-heavyweight) men;Athlete;Julio Cesar LA CRUZ;Cuba;GOLD
rio;2016;Summer;brazil;america;Boxing;46-49kg men;Athlete;Joahnys ARGILAGOS;Cuba;BRONZE
rio;2016;Summer;brazil;america;Boxing;81-91kg heavyweight men;Athlete;Erislandy SAVON;Cuba;BRONZE
rio;2016;Summer;brazil;america;Boxing;69 - 75 kg men;Athlete;Arlen LOPEZ;Cuba;GOLD
rio;2016;Summer;brazil;america;Boxing;56kg men;Athlete;Robeisy RAMIREZ CARRAZANA;Cuba;GOLD
rio;2016;Summer;brazil;america;Boxing;57-60kg lightweight men;Athlete;Lazaro Jorge ALVAREZ;Cuba;BRONZE
rio;2016;Summer;brazil;america;Wrestling;Greco-Roman 59 kg men;Athlete;Ismael BORRERO MOLINA;Cuba;GOLD
rio;2016;Summer;brazil;america;Wrestling;Greco-Roman 130 kg men;Athlete;Mijain LOPEZ;Cuba;GOLD
rio;2016;Summer;brazil;america;Wrestling;Greco-Roman 98 kg men;Athlete;Yasmany Daniel LUGO CABRERA;Cuba;SILVER
rio;2016;Summer;brazil;america;Judo;+ 78kg (heavyweight) women;Athlete;Idalys ORTIZ;Cuba;SILVER
london;2012;Summer;united kingdom;europe;Athletics;discus throw women;Athlete;Yarelys BARRIOS;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Athletics;decathlon men;Athlete;Leonel SUAREZ;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Athletics;pole vault women;Athlete;Yarisley SILVA;Cuba;SILVER
london;2012;Summer;united kingdom;europe;Shooting;25m rapid fire pistol 60 shots men;Athlete;Leuris PUPO;Cuba;GOLD
london;2012;Summer;united kingdom;europe;Wrestling;Freestyle 66 kg men;Athlete;Livan LOPEZ AZCUY;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Wrestling;Greco-Roman 120 kg men;Athlete;Mijain LOPEZ;Cuba;GOLD
london;2012;Summer;united kingdom;europe;Boxing;56kg men;Athlete;Lazaro Jorge ALVAREZ;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Boxing;52kg men;Athlete;Robeisy RAMIREZ CARRAZANA;Cuba;GOLD
london;2012;Summer;united kingdom;europe;Boxing;60 - 64 kg men;Athlete;Roniel IGLESIAS SOTOLONGO;Cuba;GOLD
london;2012;Summer;united kingdom;europe;Boxing;57-60kg lightweight men;Athlete;Yasnier TOLEDO;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Weightlifting;77kg men;Athlete;Ivan CAMBAR RODRIGUEZ;Cuba;BRONZE
london;2012;Summer;united kingdom;europe;Judo;81  90kg middleweight men;Athlete;Asley GONZALEZ;Cuba;SILVER
london;2012;Summer;united kingdom;europe;Judo;48  52kg halflightweight women;Athlete;Yanet BERMOY ACOSTA;Cuba;SILVER
london;2012;Summer;united kingdom;europe;Judo;78kg heavyweight women;Athlete;Idalys ORTIZ;Cuba;GOLD
london;2012;Summer;united kingdom;europe;Taekwondo;80 kg men;Athlete;Robelis DESPAIGNE;Cuba;BRONZE
beijing;2008;Summer;china;asia;Taekwondo;Beijing 2008 Taekwondo - 49 kg women;Athlete;Daynellis MONTEJO;Cuba;BRONZE
beijing;2008;Summer;china;asia;Boxing;48-51kg flyweight men;Athlete;Andry Laffita;Cuba;SILVER
beijing;2008;Summer;china;asia;Boxing;57-60kg lightweight men;Athlete;Yordenis UGAS;Cuba;BRONZE
beijing;2008;Summer;china;asia;Boxing;60 - 64 kg men;Athlete;Roniel IGLESIAS SOTOLONGO;Cuba;BRONZE
beijing;2008;Summer;china;asia;Boxing;81-91kg heavyweight men;Athlete;Osmay Acosta;Cuba;BRONZE
beijing;2008;Summer;china;asia;Boxing;48kg light flywieght men;Athlete;Yampier HERNANDEZ G;Cuba;BRONZE
beijing;2008;Summer;china;asia;Boxing;64 - 69 kg men;Athlete;Carlos BANTEAUX SUAREZ;Cuba;SILVER
beijing;2008;Summer;china;asia;Boxing;51-54kg bantamweight men;Athlete;Yankiel LEON ALARCON;Cuba;SILVER
beijing;2008;Summer;china;asia;Boxing;69 - 75 kg men;Athlete;Emilio CORREA BAYEAUX;Cuba;SILVER
beijing;2008;Summer;china;asia;Wrestling;Super-Heavyweight, Freestyle (≤120 kilograms) Men;Athlete;Disney RODRIGUEZ;Cuba;BRONZE
beijing;2008;Summer;china;asia;Wrestling;Super-Heavyweight, Greco-Roman (≤120 kilograms) Men;Athlete;Mijain LOPEZ;Cuba;GOLD
beijing;2008;Summer;china;asia;Wrestling;Heavyweight, Freestyle (≤96 kilograms) Men;Athlete;Michel BATISTA;Cuba;BRONZE
beijing;2008;Summer;china;asia;Athletics;shot put women;Athlete;Misleydis GONZALEZ;Cuba;SILVER
beijing;2008;Summer;china;asia;Athletics;110m hurdles men;Athlete;Dayron ROBLES;Cuba;GOLD
beijing;2008;Summer;china;asia;Athletics;decathlon men;Athlete;Leonel SUAREZ;Cuba;BRONZE
beijing;2008;Summer;china;asia;Athletics;long jump men;Athlete;Ibrahim CAMEJO;Cuba;BRONZE
beijing;2008;Summer;china;asia;Athletics;triple jump women;Athlete;Yargeris SAVIGNE;Cuba;BRONZE
beijing;2008;Summer;china;asia;Athletics;hammer throw women;Athlete;Yipsi MORENO;Cuba;GOLD
beijing;2008;Summer;china;asia;Judo;60  66kg halflightweight men;Athlete;Yordanis ARENCIBIA;Cuba;BRONZE
beijing;2008;Summer;china;asia;Judo;70  78kg halfheavyweight women;Athlete;Yalennis CASTILLO;Cuba;SILVER
beijing;2008;Summer;china;asia;Judo;- 48 kg - extralightweight women;Athlete;Yanet BERMOY ACOSTA;Cuba;SILVER
beijing;2008;Summer;china;asia;Judo;63  70kg middleweight women;Athlete;Anaysi HERNANDEZ;Cuba;SILVER
beijing;2008;Summer;china;asia;Judo;78kg heavyweight women;Athlete;Idalys ORTIZ;Cuba;BRONZE
beijing;2008;Summer;china;asia;Judo;+ 100kg (heavyweight) men;Athlete;Oscar BRAYSON;Cuba;BRONZE
beijing;2008;Summer;china;asia;Weightlifting;94kg men;Athlete;Yohandrys HERNANDEZ;Cuba;BRONZE
beijing;2008;Summer;china;asia;Weightlifting;85kg men;Athlete;Jadier VALLADARES;Cuba;BRONZE
beijing;2008;Summer;china;asia;Weightlifting;69kg men;Athlete;Yordanis BORRERO;Cuba;BRONZE
beijing;2008;Summer;china;asia;Shooting;50m rifle 3 positions 3x20 shots women;Athlete;Eglys CRUZ;Cuba;BRONZE
beijing;2008;Summer;china;asia;Cycling Track;points race women;Athlete;Yoanka GONZALEZ PEREZ;Cuba;SILVER
athens;2004;Summer;greece;europe;Athletics;javelin throw women;Athlete;Osleidys MENENDEZ;Cuba;GOLD
athens;2004;Summer;greece;europe;Athletics;110m hurdles men;Athlete;Anier GARCIA;Cuba;BRONZE
athens;2004;Summer;greece;europe;Athletics;hammer throw women;Athlete;Yipsi MORENO;Cuba;SILVER
athens;2004;Summer;greece;europe;Athletics;hammer throw women;Athlete;Yunaika CRAWFORD;Cuba;BRONZE
athens;2004;Summer;greece;europe;Athletics;shot put women;Athlete;Yumileidi CUMBA;Cuba;GOLD
athens;2004;Summer;greece;europe;Wrestling;Lightweight, Freestyle (≤60 kilograms) Men;Athlete;Yandro Miguel QUINTANA;Cuba;GOLD
athens;2004;Summer;greece;europe;Wrestling;Middleweight, Freestyle (≤74 kilograms) Men;Athlete;Ivan FUNDORA;Cuba;BRONZE
athens;2004;Summer;greece;europe;Wrestling;Lightweight, Greco-Roman (≤60 kilograms) Men;Athlete;Roberto MONZON;Cuba;SILVER
athens;2004;Summer;greece;europe;Taekwondo;Athens 2004 Taekwondo - 49 kg women;Athlete;Yanelis Yuliet LABRADA DIAZ;Cuba;SILVER
athens;2004;Summer;greece;europe;Shooting;skeet (125 targets) men;Athlete;Juan Miguel RODRIGUEZ MARTINEZ;Cuba;BRONZE
athens;2004;Summer;greece;europe;Boxing;64 - 69 kg men;Athlete;Lorenzo ARAGON;Cuba;SILVER
athens;2004;Summer;greece;europe;Boxing;48kg light flywieght men;Athlete;Yan BHARTELEMY VARELA;Cuba;GOLD
athens;2004;Summer;greece;europe;Boxing;57-60kg lightweight men;Athlete;Mario Cesar KINDELAN MESA;Cuba;GOLD
athens;2004;Summer;greece;europe;Boxing;60 - 64 kg men;Athlete;Yudel JOHNSON CEDENO;Cuba;SILVER
athens;2004;Summer;greece;europe;Boxing;81-91kg heavyweight men;Athlete;Odlanier SOLIS FONTE;Cuba;GOLD
athens;2004;Summer;greece;europe;Boxing;91kg super heavyweight men;Athlete;Michel LOPEZ NUNEZ;Cuba;BRONZE
athens;2004;Summer;greece;europe;Boxing;51-54kg bantamweight men;Athlete;Guillermo RIGONDEAUX ORTIZ;Cuba;GOLD
athens;2004;Summer;greece;europe;Boxing;48-51kg flyweight men;Athlete;Yuriorkis GAMBOA TOLEDANO;Cuba;GOLD
athens;2004;Summer;greece;europe;Judo;48  52kg halflightweight women;Athlete;Amarilys SAVON;Cuba;BRONZE
athens;2004;Summer;greece;europe;Judo;78kg heavyweight women;Athlete;Daima Mayelis BELTRAN;Cuba;SILVER
athens;2004;Summer;greece;europe;Judo;52  57kg lightweight women;Athlete;Yurisleidy LUPETEY;Cuba;BRONZE
athens;2004;Summer;greece;europe;Judo;70  78kg halfheavyweight women;Athlete;Yurisel LABORDE;Cuba;BRONZE
athens;2004;Summer;greece;europe;Judo;60  66kg halflightweight men;Athlete;Yordanis ARENCIBIA;Cuba;BRONZE
athens;2004;Summer;greece;europe;Judo;57  63kg halfmiddleweight women;Athlete;Driulys GONZALEZ;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Judo;Sydney 2000 Judo - 60 kg men;Athlete;Manolo POULOT RAMOS;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Judo;63  70kg middleweight women;Athlete;Sibelis VERANES;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Judo;78kg heavyweight women;Athlete;Daima Mayelis BELTRAN;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Judo;48  52kg halflightweight women;Athlete;Legna VERDECIA;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Judo;52  57kg lightweight women;Athlete;Driulys GONZALEZ;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Wrestling;Bantamweight, Greco-Roman (≤54 kilograms) Men;Athlete;Lazaro RIVAS SCULL;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Wrestling;Light-Heavyweight, Freestyle (≤85 kilograms) Men;Athlete;Yoel ROMERO;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Wrestling;Super-Heavyweight, Freestyle (≤130 kilograms) Men;Athlete;Alexis RODRIGUEZ;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Wrestling;Lightweight, Greco-Roman (≤63 kilograms) Men;Athlete;Juan Luis MAREN;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Wrestling;Welterweight, Greco-Roman (≤69 kilograms) Men;Athlete;Filiberto AZCUY;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Canoe Sprint;C1 1000m canoe single men;Athlete;Ledys Frank BALCEIRO;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Athletics;javelin throw women;Athlete;Osleidys MENENDEZ;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Athletics;triple jump men;Athlete;Yoel GARCIA LUIS;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Athletics;110m hurdles men;Athlete;Anier GARCIA;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Athletics;long jump men;Athlete;Ivan PEDROSO;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Athletics;high jump men;Athlete;Javier SOTOMAYOR;Cuba;SILVER
sydney;2000;Summer;australia;oceania;Boxing;48kg lightflyweight men;Athlete;Maikro ROMERO;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Boxing;57-60kg lightweight men;Athlete;Mario Cesar KINDELAN MESA;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Boxing;51-54kg bantamweight men;Athlete;Guillermo RIGONDEAUX ORTIZ;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Boxing;71-75kg men;Athlete;Jorge GUTIERREZ;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Boxing;81-91kg heavyweight men;Athlete;Félix SAVÓN;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Boxing;60-63.5kg lightwelterweigh men;Athlete;Diogenes LUNA;Cuba;BRONZE
sydney;2000;Summer;australia;oceania;Taekwondo;68 - 80 kg men;Athlete;Angel Valodia MATOS;Cuba;GOLD
sydney;2000;Summer;australia;oceania;Taekwondo;49 kg women;Athlete;Urbia MELENDEZ RODRIGUEZ;Cuba;SILVER
atlanta;1996;Summer;usa;america;Judo;66  72kg halfheavyweight women;Athlete;Diadenys Luna;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Judo;48  52kg halflightweight women;Athlete;Legna VERDECIA;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Judo;72kg heavyweight women;Athlete;Estela RODRIGUEZ VILLANUEVA;Cuba;SILVER
atlanta;1996;Summer;usa;america;Judo;60  66kg halflightweight men;Athlete;Israel HERNANDEZ PLANA;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Judo;52  56kg lightweight women;Athlete;Driulys GONZALEZ;Cuba;GOLD
atlanta;1996;Summer;usa;america;Judo;48kg extralightweight women;Athlete;Amarilys SAVON;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Wrestling;Light-Flyweight, Freestyle (≤48 kilograms) Men;Athlete;Alexis VILA;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Wrestling;Welterweight, Greco-Roman (≤74 kilograms) Men;Athlete;Filiberto AZCUY;Cuba;GOLD
atlanta;1996;Summer;usa;america;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Juan Luis MAREN;Cuba;SILVER
atlanta;1996;Summer;usa;america;Fencing;épée individual men;Athlete;Ivan TREVEJO;Cuba;SILVER
atlanta;1996;Summer;usa;america;Weightlifting;70  76kg middleweight men;Athlete;Pablo LARA;Cuba;GOLD
atlanta;1996;Summer;usa;america;Athletics;800m women;Athlete;Ana Fidelia QUIROT;Cuba;SILVER
atlanta;1996;Summer;usa;america;Athletics;triple jump men;Athlete;Yoelbi QUESADA;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Swimming;100m backstroke men;Athlete;Rodolfo FALCON CABRERA;Cuba;SILVER
atlanta;1996;Summer;usa;america;Swimming;100m backstroke men;Athlete;Neisser BENT;Cuba;BRONZE
atlanta;1996;Summer;usa;america;Boxing;63.5-67kg welterweight men;Athlete;Juan HERNANDEZ SIERRA;Cuba;SILVER
atlanta;1996;Summer;usa;america;Boxing;48-51kg flyweight men;Athlete;Maikro ROMERO;Cuba;GOLD
atlanta;1996;Summer;usa;america;Boxing;81-91kg heavyweight men;Athlete;Félix SAVÓN;Cuba;GOLD
atlanta;1996;Summer;usa;america;Boxing;60-63.5kg lightwelterweigh men;Athlete;Hector VINENT;Cuba;GOLD
atlanta;1996;Summer;usa;america;Boxing;51-54kg bantamweight men;Athlete;Arnaldo MESA;Cuba;SILVER
atlanta;1996;Summer;usa;america;Boxing;67  71kg lightmiddleweight men;Athlete;Alfredo DUVERGEL;Cuba;SILVER
atlanta;1996;Summer;usa;america;Boxing;71-75kg men;Athlete;Ariel HERNANDEZ ASCUY;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Wrestling;Featherweight, Freestyle (≤62 kilograms) Men;Athlete;Lazaro REINOSO MARTINEZ;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Wrestling;Bantamweight, Freestyle (≤57 kilograms) Men;Athlete;Alejandro PUERTO DIAZ;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Juan Luis MAREN;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Wrestling;Heavyweight, Greco-Roman (≤100 kilograms) Men;Athlete;Hector MILIAN PEREZ;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Wrestling;Light-Flyweight, Greco-Roman (≤48 kilograms) Men;Athlete;Wilber SANCHEZ AMITA;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Athletics;discus throw men;Athlete;Roberto S. MOYA;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Athletics;high jump men;Athlete;Javier SOTOMAYOR;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Athletics;high jump women;Athlete;Ioamnet Quintero;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Athletics;800m women;Athlete;Ana Fidelia QUIROT;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Athletics;discus throw women;Athlete;Maritza MARTEN;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Weightlifting;67.5-75kg middleweight men;Athlete;Pablo LARA;Cuba;SILVER
barcelona;1992;Summer;spain;europe;Judo;72kg heavyweight women;Athlete;Estela RODRIGUEZ VILLANUEVA;Cuba;SILVER
barcelona;1992;Summer;spain;europe;Judo;60 - 65kg (half-lightweight) men;Athlete;Israel HERNANDEZ PLANA;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Judo;52  56kg lightweight women;Athlete;Driulys GONZALEZ;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Judo;48kg extralightweight women;Athlete;Amarilys SAVON;Cuba;BRONZE
barcelona;1992;Summer;spain;europe;Judo;61  66kg middleweight women;Athlete;Odalis REVE JIMENEZ;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Fencing;foil individual men;Athlete;Elvis GREGORY;Cuba;BRONZE
