Host_name;Host_year;Season;Host_country;Host_continent;Discipline;Event;Event_type;Athlete_full_name;Athlete_country;Medal_type
tokyo;1964;Summer;japan;asia;Weightlifting;75-82.5kg total lightheavyweight men;Athlete;Rudolf PLYUKFELDER;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;balance beam women;Athlete;Tamara MANINA;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;balance beam women;Athlete;Larisa LATYNINA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;horizontal bar men;Athlete;Boris SHAKHLIN;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;horizontal bar men;Athlete;Yuri TITOV;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;vault women;Athlete;Larisa LATYNINA;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;individual all-round men;Athlete;Viktor LISITSKY;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;individual all-round men;Athlete;Boris SHAKHLIN;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;pommel horse men;Athlete;Yuri TSAPENKO;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;individual all-round women;Athlete;Larisa LATYNINA;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;individual all-round women;Athlete;Polina ASTAKHOVA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;floor exercises men;Athlete;Viktor LISITSKY;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;uneven bars women;Athlete;Polina ASTAKHOVA;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;uneven bars women;Athlete;Larisa LATYNINA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;rings men;Athlete;Boris SHAKHLIN;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;vault men;Athlete;Viktor LISITSKY;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;floor exercises women;Athlete;Larisa LATYNINA;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Gymnastics Artistic;floor exercises women;Athlete;Polina ASTAKHOVA;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Athletics;20km walk men;Athlete;Volodymyr Holubnychiy;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;110m hurdles men;Athlete;Anatoly MIKHAYLOV;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;decathlon men;Athlete;Rein AUN;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Athletics;long jump women;Athlete;Tatyana SHCHELKANOVA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;high jump women;Athlete;Taisiya CHENCHIK;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;hammer throw men;Athlete;Romuald KLIM;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Athletics;pentathlon women;Athlete;Iryna PRESS;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Athletics;pentathlon women;Athlete;Galina BYSTROVA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;discus throw women;Athlete;Tamara PRESS;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Athletics;javelin throw men;Athlete;Yanis LUSIS;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;high jump men;Athlete;Valeri BRUMEL;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Athletics;3000m steeplechase men;Athlete;Ivan BELYAEV;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;triple jump men;Athlete;Oleg FEDOSEEV;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Athletics;triple jump men;Athlete;Viktor KRAVCHENKO;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;shot put women;Athlete;Tamara PRESS;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Athletics;shot put women;Athlete;Galina ZYBINA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;long jump men;Athlete;Igor TER-OVANESYAN;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Athletics;javelin throw women;Athlete;Elena GORCHAKOVA;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Shooting;300m free rifle 3 positions 3 men;Athlete;Shota KVELIASHVILI;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Shooting;trap 125 targets men;Athlete;Pāvels Seničevs;Soviet Union;SILVER
tokyo;1964;Summer;japan;asia;Equestrian Dressage;individual mixed;Athlete;Sergei FILATOV;Soviet Union;BRONZE
tokyo;1964;Summer;japan;asia;Canoe Sprint;K1 500m kayak single women;Athlete;Lyudmila KHVEDOSYUK-PINAEVA;Soviet Union;GOLD
tokyo;1964;Summer;japan;asia;Canoe Sprint;C1 1000m canoe single men;Athlete;Yevgeny Penyayev;Soviet Union;BRONZE
innsbruck;1964;Winter;austria;europe;Biathlon;20km men;Athlete;Vladimir MELANIN;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Biathlon;20km men;Athlete;Aleksandr PRIVALOV;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;30km mass start men;Athlete;Igor VORONCHIKHIN;Soviet Union;BRONZE
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;10km women;Athlete;Klavdiya BOYARSKIKH;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;10km women;Athlete;Yevdoyka MEKSHILO;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;10km women;Athlete;Mariya GUSAKOVA;Soviet Union;BRONZE
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;5km women;Athlete;Klavdiya BOYARSKIKH;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Cross Country Skiing;5km women;Athlete;Alevtina KOLCHINA;Soviet Union;BRONZE
innsbruck;1964;Winter;austria;europe;Nordic Combined;Individual men;Athlete;Nikolay KISELYOV;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;500m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Speed skating;500m women;Athlete;Irina YEGOROVA;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;500m women;Athlete;Tatyana SIDOROVA;Soviet Union;BRONZE
innsbruck;1964;Winter;austria;europe;Speed skating;500m men;Athlete;Yevgeny GRISHIN;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;500m men;Athlete;Vladimir ORLOV;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;1000m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Speed skating;1000m women;Athlete;Irina YEGOROVA;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;1500m men;Athlete;Ants ANTSON;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Speed skating;3000m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Speed skating;3000m women;Athlete;Valentina STENINA;Soviet Union;SILVER
innsbruck;1964;Winter;austria;europe;Speed skating;1500m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
innsbruck;1964;Winter;austria;europe;Speed skating;1500m women;Athlete;Berta KOLOKOLTSEVA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Shooting;trap 125 targets men;Athlete;Sergei KALININ;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Shooting;300m free rifle 3 positions 3 men;Athlete;Vasily BORISOV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Shooting;25m rapid fire pistol 60 shots men;Athlete;Aleksandr ZABELIN;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Shooting;50m pistol 60 shots men;Athlete;Aleksei GUSHCHIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Shooting;50m pistol 60 shots men;Athlete;Makhmud UMAROV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Shooting;50m rifle 3 positions 3x40 shots men;Athlete;Viktor SHAMBURKIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Shooting;50m rifle 3 positions 3x40 shots men;Athlete;Marat NIYAZOV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Athletics;20km walk men;Athlete;Volodymyr Holubnychiy;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;high jump men;Athlete;Robert' Shavlaq'adze;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;high jump men;Athlete;Valeri BRUMEL;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Athletics;80m hurdles women;Athlete;Iryna PRESS;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;3000m steeplechase men;Athlete;Nikolai SOKOLOV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Athletics;3000m steeplechase men;Athlete;Semyon Rzhishchin;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Athletics;long jump women;Athlete;Vira Kalashnykova-Krepkina;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;decathlon men;Athlete;Vasili KUZNETSOV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Athletics;javelin throw men;Athlete;Viktor TSYBULENKO;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;triple jump men;Athlete;Vladimir GORYAEV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Athletics;triple jump men;Athlete;Vitold KREER;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Athletics;long jump men;Athlete;Igor TER-OVANESYAN;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Athletics;discus throw women;Athlete;Nina ROMASHKOVA-PONOMAREVA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;discus throw women;Athlete;Tamara PRESS;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Athletics;800m women;Athlete;Liudmyla Lysenko;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;javelin throw women;Athlete;Elvira OZOLINA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;javelin throw women;Athlete;Birutė Kalėdienė;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Athletics;10000m men;Athlete;Pyotr BOLOTNIKOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;shot put women;Athlete;Tamara PRESS;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Athletics;hammer throw men;Athlete;Vasili RUDENKOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Cycling Road;individual road race men;Athlete;Viktor KAPITONOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Cycling Track;1km time trial men;Athlete;Rostislav VARGASHKIN;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Canoe Sprint;K1 500m kayak single women;Athlete;Antonina SEREDINA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Canoe Sprint;C1 1000m canoe single men;Athlete;Aleksandr SILAEV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Equestrian Dressage;individual mixed;Athlete;Sergei FILATOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;pommel horse men;Athlete;Boris SHAKHLIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;individual all-round women;Athlete;Larisa LATYNINA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;individual all-round women;Athlete;Sofiya MURATOVA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;individual all-round women;Athlete;Polina ASTAKHOVA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;uneven bars women;Athlete;Polina ASTAKHOVA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;uneven bars women;Athlete;Larisa LATYNINA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;uneven bars women;Athlete;Tamara ZAMOTAYLOVA-LYUKHINA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;individual all-round men;Athlete;Boris SHAKHLIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;individual all-round men;Athlete;Yuri TITOV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;horizontal bar men;Athlete;Boris SHAKHLIN;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;balance beam women;Athlete;Larisa LATYNINA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;balance beam women;Athlete;Sofiya MURATOVA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;vault men;Athlete;Boris SHAKHLIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;vault men;Athlete;Vladimir PORTNOI;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;rings men;Athlete;Albert AZARYAN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;rings men;Athlete;Boris SHAKHLIN;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;vault women;Athlete;Marharyta Nikolaieva;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;vault women;Athlete;Sofiya MURATOVA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;vault women;Athlete;Larisa LATYNINA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Gymnastics Artistic;floor exercises men;Athlete;Yuri TITOV;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;parallel bars men;Athlete;Boris SHAKHLIN;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;floor exercises women;Athlete;Larisa LATYNINA;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Gymnastics Artistic;floor exercises women;Athlete;Polina ASTAKHOVA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Gymnastics Artistic;floor exercises women;Athlete;Tamara ZAMOTAYLOVA-LYUKHINA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Rowing;single sculls 1x men;Athlete;Vyacheslav IVANOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Diving;10m platform women;Athlete;Ninel KRUTOVA;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Fencing;épée individual men;Athlete;Bruno KHABAROV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Fencing;foil individual women;Athlete;Valentina RASTVOROVA;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Fencing;foil individual men;Athlete;Viktor ZHDANOVICH;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Fencing;foil individual men;Athlete;Yuri SISIKIN;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Wrestling;Middleweight, Freestyle (≤79 kilograms) Men;Athlete;Giorgi Skhirt'ladze;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Wrestling;Bantamweight, Greco-Roman (≤57 kilograms) Men;Athlete;Oleg KARAVAEV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Konstantin VYRUPAEV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Wrestling;Featherweight, Freestyle (≤62 kilograms) Men;Athlete;Vladimir RUBASHVILI;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Wrestling;Light-Heavyweight, Freestyle (≤87 kilograms) Men;Athlete;Anatoli ALBUL;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Wrestling;Heavyweight, Greco-Roman (>87 kilograms) Men;Athlete;Ivan Bohdan;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Wrestling;Lightweight, Freestyle (≤67 kilograms) Men;Athlete;Volodymyr Syniavskiy;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Wrestling;Lightweight, Greco-Roman (≤67 kilograms) Men;Athlete;Avtandil KORIDZE;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Wrestling;Heavyweight, Freestyle (>87 kilograms) Men;Athlete;Savkus DZARASOV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Wrestling;Light-Heavyweight, Greco-Roman (≤87 kilograms) Men;Athlete;Givi K'art'ozia;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Boxing;71-75kg men;Athlete;Yevgeni FEOFANOV;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Boxing;63.5-67kg welterweight men;Athlete;Yuri RADONYAK;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Boxing;67  71kg lightmiddleweight men;Athlete;Boris LAGUTIN;Soviet Union;BRONZE
rome;1960;Summer;italy;europe;Boxing;51-54kg bantamweight men;Athlete;Oleg GRIGORYEV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Boxing;51kg flyweight men;Athlete;Sergei SIVKO;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Sailing;Finn - One Person Dinghy (Heavyweight) men;Athlete;Aleksander Tšutšelov;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Weightlifting;90kg heavyweight men;Athlete;Yuri VLASOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Weightlifting;825  90kg total middleheavyweight men;Athlete;Arkady Vorobyov;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Weightlifting;825  90kg total middleheavyweight men;Athlete;Trofim LOMAKIN;Soviet Union;SILVER
rome;1960;Summer;italy;europe;Weightlifting;60 - 67.5kg (lightweight) men;Athlete;Viktor BUSHUEV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Weightlifting;67.5 - 75kg, (middleweight) men;Athlete;Aleksandr KURYNOV;Soviet Union;GOLD
rome;1960;Summer;italy;europe;Weightlifting;56 - 60kg (featherweight) men;Athlete;Yevgeny Minayev;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Cross Country Skiing;10km women;Athlete;Mariya GUSAKOVA;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Cross Country Skiing;10km women;Athlete;Lyubov BARANOVA;Soviet Union;SILVER
squaw-valley;1960;Winter;usa;america;Cross Country Skiing;10km women;Athlete;Radya YEROSHINA;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Cross Country Skiing;30km mass start men;Athlete;Nikolay ANIKIN;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Speed skating;1000m women;Athlete;Klara GUSEVA;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Speed skating;1000m women;Athlete;Tamara RYLOVA;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Speed skating;5000m men;Athlete;Viktor KOSICHKIN;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Speed skating;10000m men;Athlete;Viktor KOSICHKIN;Soviet Union;SILVER
squaw-valley;1960;Winter;usa;america;Speed skating;500m women;Athlete;Nataliya Donchenko;Soviet Union;SILVER
squaw-valley;1960;Winter;usa;america;Speed skating;3000m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Speed skating;3000m women;Athlete;Valentina STENINA;Soviet Union;SILVER
squaw-valley;1960;Winter;usa;america;Speed skating;1500m men;Athlete;Yevgeny GRISHIN;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Speed skating;1500m men;Athlete;Boris STENIN;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Speed skating;500m men;Athlete;Yevgeny GRISHIN;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Speed skating;500m men;Athlete;Rafael GRACH;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Speed skating;1500m women;Athlete;Lidiya SKOBLIKOVA;Soviet Union;GOLD
squaw-valley;1960;Winter;usa;america;Biathlon;20km men;Athlete;Aleksandr PRIVALOV;Soviet Union;BRONZE
squaw-valley;1960;Winter;usa;america;Nordic Combined;Individual men;Athlete;Nikolay GUSAKOV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Boxing;54-57kg featherweight men;Athlete;Vladimir SAFRONOV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Boxing;57-60kg lightweight men;Athlete;Anatoly Lagetko;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Boxing;60-63.5kg lightwelterweigh men;Athlete;Vladimir ENGIBARYAN;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Boxing;81kg heavyweight men;Athlete;Lev MUKHIN;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Boxing;75-81kg lightheavyweight men;Athlete;Romualdas MURAUSKAS;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Boxing;71-75kg men;Athlete;Gennadi SHATKOV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Canoe Sprint;C1 1000m canoe single men;Athlete;Gennady BUKHARIN;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Canoe Sprint;K1 500m kayak single women;Athlete;Elizaveta DEMENTYEVA;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Canoe Sprint;K1 1000m kayak single men;Athlete;Igor PISSAREV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Rowing;single sculls 1x men;Athlete;Vyacheslav IVANOV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Athletics;hammer throw men;Athlete;Mikhail KRIVONOSOV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;hammer throw men;Athlete;Anatoli SAMOTSVETOV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;400m men;Athlete;Ardalion IGNATYEV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;shot put women;Athlete;Tamara TYSHKEVICH;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Athletics;shot put women;Athlete;Galina ZYBINA;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;decathlon men;Athlete;Vasili KUZNETSOV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;triple jump men;Athlete;Vitold KREER;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;discus throw women;Athlete;Irina BEGLYAKOVA;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;discus throw women;Athlete;Nina ROMASHKOVA-PONOMAREVA;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;high jump men;Athlete;Igor KASHKAROV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;10000m men;Athlete;Vladimir KUTS;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Athletics;javelin throw women;Athlete;Inese YAUNZEME;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Athletics;javelin throw women;Athlete;Nadezhda KONYAEVA;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;long jump women;Athlete;Nadezhda KHNYKINA-DVALISHVILI;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;20km walk men;Athlete;Leonid SPIRIN;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Athletics;20km walk men;Athlete;Antanas MIKENAS;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;20km walk men;Athlete;Bruno JUNK;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;50km walk men;Athlete;Yevgeni MASKINSKOV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;javelin throw men;Athlete;Viktor TSYBULENKO;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Athletics;high jump women;Athlete;Mariya PISSAREVA;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;5000m men;Athlete;Vladimir KUTS;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Bantamweight, Greco-Roman (≤57 kilograms) Men;Athlete;Konstantin VYRUPAEV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Heavyweight, Greco-Roman (>87 kilograms) Men;Athlete;Anatoly Parfyonov;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Middleweight, Freestyle (≤79 kilograms) Men;Athlete;Giorgi Skhirt'ladze;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Wrestling;Light-Heavyweight, Greco-Roman (≤87 kilograms) Men;Athlete;Valentin NIKOLAEV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Lightweight, Freestyle (≤67 kilograms) Men;Athlete;Alimbeg Bestayev;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Wrestling;Welterweight, Greco-Roman (≤73 kilograms) Men;Athlete;Vladimir MANEEV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Roman DZENELADZE;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Wrestling;Light-Heavyweight, Freestyle (≤87 kilograms) Men;Athlete;Boris Kulayev;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Wrestling;Flyweight, Freestyle (≤52 kilograms) Men;Athlete;Mirian TSALKALAMANIDZE;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Middleweight, Greco-Roman (≤79 kilograms) Men;Athlete;Givi K'art'ozia;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Flyweight, Greco-Roman (≤52 kilograms) Men;Athlete;Nikolay Solovyov;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Wrestling;Bantamweight, Freestyle (≤57 kilograms) Men;Athlete;Mikhail SHAKHOV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Wrestling;Welterweight, Freestyle (≤73 kilograms) Men;Athlete;Vakhtang BALAVADZE;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Swimming;200m breaststroke men;Athlete;Kharis YUNICHEV;Soviet Union;BRONZE
melbourne;1956;Summer;australia;oceania;Weightlifting;56 - 60kg (featherweight) men;Athlete;Yevgeny Minayev;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Weightlifting;75-82.5kg total lightheavyweight men;Athlete;Vasīlijs Stepanovs;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Weightlifting;60 - 67.5kg (lightweight) men;Athlete;Igor RYBAK;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Weightlifting;60 - 67.5kg (lightweight) men;Athlete;Ravil KHABUTDINOV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Weightlifting;56kg bantamweight men;Athlete;Vladimir STOGOV;Soviet Union;SILVER
melbourne;1956;Summer;australia;oceania;Weightlifting;825  90kg total middleheavyweight men;Athlete;Arkady Vorobyov;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Weightlifting;67.5 - 75kg, (middleweight) men;Athlete;Fedor BOGDANOVSKY;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Shooting;300m free rifle 3 positions 3 men;Athlete;Vasily BORISOV;Soviet Union;GOLD
melbourne;1956;Summer;australia;oceania;Shooting;300m free rifle 3 positions 3 men;Athlete;Allan ERDMAN;Soviet Union;SILVER
